geneSymbol logFC P.Value adj.P.Val
Aldh18a1 0.868821083797385 1.12702522296408e-06 7.90693016694458e-06
Adck5 -0.78266729072649 1.12812240175282e-06 7.9100127586459e-06
Rbks -0.454048701447712 1.13153676176787e-06 7.9288795012959e-06
Bak1 0.884793599909371 1.13213190051768e-06 7.9288795012959e-06
Cd59a -0.559034443562511 1.13513133543906e-06 7.94525861970586e-06
Supt6h 0.598667636386119 1.13959736177443e-06 7.97187799612421e-06
Sar1b -0.553702113347975 1.14204431080778e-06 7.9843504868974e-06
Map3k7 0.460027428329969 1.14446496298238e-06 7.99662474134987e-06
Wdr48 0.555031629141475 1.14687450269934e-06 8.00880713993004e-06
Hist1h2bl -0.646749537759502 1.15264374548604e-06 8.04442312215304e-06
Hmgxb3 0.585929709172895 1.15369575521681e-06 8.04709481234463e-06
Cyp4f15 -1.05656471073437 1.1555729140057e-06 8.05551553096729e-06
Myo9b 0.632168557693403 1.1569126693274e-06 8.06018241521552e-06
Med24 0.557801331595137 1.15842528501589e-06 8.06604751147431e-06
Rdh9 1.61013788918701 1.16154761003731e-06 8.08310764508023e-06
Cep164 0.621330510143559 1.16412009183415e-06 8.09632394696683e-06
Ankrd27 0.524993271826979 1.16853220122087e-06 8.11892957719248e-06
Fam115a 0.410553130781418 1.16872075660043e-06 8.11892957719248e-06
Ndufb9 -0.626572679133104 1.17611238930605e-06 8.16556090150422e-06
Ruvbl1 0.585752035309043 1.18373967853496e-06 8.21186620769278e-06
Atf7ip 0.856534808187216 1.18414769265191e-06 8.21186620769278e-06
Mtmr2 0.509080312703081 1.18640293251676e-06 8.21527140299903e-06
Smurf2 0.503054721030519 1.18664176374985e-06 8.21527140299903e-06
Scn1b 0.805473741489609 1.18668826835836e-06 8.21527140299903e-06
Apitd1 0.851689699867294 1.19634191951412e-06 8.27733692874413e-06
Qk 0.497987819688747 1.19775276475816e-06 8.28233294779578e-06
Gpihbp1 -0.859733346905768 1.2034418670044e-06 8.31340768798083e-06
Gm5844 1.52084223320937 1.2036293376112e-06 8.31340768798083e-06
Nup37 0.944963537597717 1.21386477144799e-06 8.3748519339452e-06
Tm9sf1 0.688682135848475 1.2139182470575e-06 8.3748519339452e-06
Abcb10 -0.50968978443844 1.22259928115382e-06 8.42990616735937e-06
Tax1bp1 0.410918542787567 1.22466652480179e-06 8.43932089440775e-06
Gm8355 1.28730941026102 1.22695731931496e-06 8.45026447008153e-06
Wdr67 0.808097629317164 1.23752193516437e-06 8.51641140472506e-06
Ubtf 0.558951152108668 1.23797814016294e-06 8.51641140472506e-06
Srsf10 0.570418545256828 1.23967886685614e-06 8.51946548465596e-06
Rbm10 0.76398265319631 1.23983905182103e-06 8.51946548465596e-06
Hsp90aa1 1.60320334231856 1.24319524653939e-06 8.53764868054605e-06
Ywhag 0.565866427271103 1.24555601255874e-06 8.54897891039886e-06
Ppdpf -0.738185292870356 1.24699473875126e-06 8.55397132543289e-06
Tspan31 0.484205632268688 1.25062618756605e-06 8.57399082410588e-06
Abl1 0.470707884660805 1.25369528841018e-06 8.58572334719842e-06
Thoc7 0.578001007450839 1.25425278533355e-06 8.58572334719842e-06
Pkn3 0.698379747093094 1.25447949447215e-06 8.58572334719842e-06
Pgls -0.57094037086838 1.25539816196136e-06 8.58712337746604e-06
Stxbp6 0.476238154710813 1.25980123877978e-06 8.60757553493271e-06
Bax 0.699364739781281 1.25981978723339e-06 8.60757553493271e-06
Tnfrsf10b 0.652478825321436 1.26147894856406e-06 8.61081188336907e-06
Ints5 0.842262454260283 1.26172561650697e-06 8.61081188336907e-06
Nrg4 1.42776709453267 1.26651555116401e-06 8.63859869696382e-06
Cdc42se2 0.511367991374865 1.27004688138706e-06 8.65777423394525e-06
Otc -1.08364502308044 1.27554480199852e-06 8.69032648387091e-06
Tifa 2.97655945512358 1.27823672466513e-06 8.70373534207148e-06
Lemd3 0.470128925323197 1.2799547652723e-06 8.71050144448185e-06
Hira 0.489194759763549 1.28405625247602e-06 8.73347083485528e-06
Igsf8 0.739754070308707 1.28653967727186e-06 8.74496478156327e-06
Sec14l1 0.620012260427701 1.28720063728624e-06 8.74496478156327e-06
Clec2h -1.93836583720168 1.28891296136651e-06 8.75165350673763e-06
Morc4 0.862518557146579 1.29579818948904e-06 8.79343861659464e-06
Rbmx2 0.735065254233077 1.29722759234114e-06 8.79817360287771e-06
Qsox1 1.22487296680269 1.30174080699369e-06 8.81800819999861e-06
Gon4l 0.527965681322146 1.30218015555415e-06 8.81800819999861e-06
Ankrd52 0.801554412455141 1.30235198030749e-06 8.81800819999861e-06
1700029F09Rik 0.88137630177751 1.30451575361376e-06 8.82768820326699e-06
Pak1 0.482575682495417 1.31216741987252e-06 8.87447312934027e-06
Intu 0.487014148960406 1.31466506046287e-06 8.88636725804723e-06
Cyp2d9 -1.51205944330145 1.33651880319423e-06 9.02901045416324e-06
Rnf19a 0.636254302499635 1.33822229473257e-06 9.03544250093156e-06
Cdt1 1.34313109269132 1.33918505698178e-06 9.03686886094611e-06
Alkbh5 0.474371264938208 1.34256471358762e-06 9.05459376382007e-06
Lgmn 1.36089514773805 1.34423060411015e-06 9.06074720539494e-06
Cnnm2 0.629282183654674 1.34879351402805e-06 9.0864100874999e-06
Cep57 0.656953143857625 1.34984384424456e-06 9.08670696013374e-06
Zfp91 0.595675701887915 1.35034888463692e-06 9.08670696013374e-06
Ppp2r5a -0.547994192057701 1.36347032024462e-06 9.16987170075032e-06
Mettl9 0.566761933135145 1.3659667567447e-06 9.18152613183621e-06
Odf3b -0.93167451391289 1.36776559932095e-06 9.18796717193035e-06
Tmem55a 0.640672075279023 1.36845315633491e-06 9.18796717193035e-06
Tmed10 0.654787896163812 1.37163246911645e-06 9.20417435330653e-06
Tcof1 0.695652550821142 1.37455875167703e-06 9.21839017223317e-06
Lamc1 0.672361658658086 1.37528415542506e-06 9.21839017223317e-06
Cbwd1 0.601376093904025 1.37722559118955e-06 9.22448934868338e-06
Rai12 0.610137906492453 1.37772830521708e-06 9.22448934868338e-06
Zfp335 0.63781187832743 1.3800635566714e-06 9.23498289870537e-06
Gm8893 -0.485582879444175 1.38233224554963e-06 9.24501960663754e-06
Usp10 0.586067098554472 1.38914979887875e-06 9.28545099028181e-06
9830147E19Rik 0.388767578262803 1.39160436123143e-06 9.29669024655994e-06
Ssna1 0.662262358271719 1.39326146086926e-06 9.30259248581501e-06
Cyth2 0.682237316725792 1.40183434182326e-06 9.35463815783834e-06
Pkp1 0.518018301848069 1.40476162899619e-06 9.36897314957246e-06
Edem3 0.913781962501463 1.40609167537769e-06 9.37264545255916e-06
Cep135 0.673718114466244 1.41231222809705e-06 9.40889448358281e-06
Dgcr8 0.707687082820987 1.41418322664199e-06 9.41614246975077e-06
Pold1 0.699847397831231 1.41988958110796e-06 9.44890548579037e-06
Pppde1 0.839881482956992 1.42094489109984e-06 9.45069818333828e-06
4930422G04Rik 0.405910645830839 1.4222368769648e-06 9.45406215892852e-06
Thbd 1.01460238937023 1.42595370111217e-06 9.47353218556567e-06
Rnps1 0.673174593200229 1.43066352589106e-06 9.49957421250139e-06
Ttpal 1.0297182173098 1.43386219575096e-06 9.51124874622746e-06
Tollip 0.425826502724308 1.43400365712353e-06 9.51124874622746e-06
Cmbl -0.773553333196445 1.43487894554604e-06 9.51180778400832e-06
Myo10 0.668869370816959 1.44127693605028e-06 9.54531051025522e-06
Rhbdf2 0.795392447856776 1.4415204895321e-06 9.54531051025522e-06
Hspb8 0.941763410038313 1.44233448360946e-06 9.54544422972136e-06
Serpina3m 0.839476555291181 1.44599428432005e-06 9.55928576987291e-06
Ccdc123 0.69970939303159 1.44601586822444e-06 9.55928576987291e-06
Mtmr6 0.591721432990029 1.44691703216529e-06 9.55998753394922e-06
Poll 0.577023230364516 1.44915376880708e-06 9.56671971717093e-06
Gm7803 0.508117248934122 1.44952709560794e-06 9.56671971717093e-06
Ube2n 0.466649169259473 1.45116100620237e-06 9.57224964321641e-06
Ephx2 -0.878013886835034 1.45633335741488e-06 9.60110121870284e-06
Prps1 0.503720561019898 1.45803757788048e-06 9.607069520007e-06
Ppp4r2 0.666437940350876 1.46064646797927e-06 9.61898892521943e-06
Csgalnact2 0.477747691897092 1.47255706609439e-06 9.69211752588126e-06
Ppp1cb 0.406361660570523 1.4809705460486e-06 9.74216127802757e-06
Rwdd2b 0.509012114615306 1.48211007466749e-06 9.74432676209763e-06
Hal -1.17635622601815 1.48344691301634e-06 9.74778640930137e-06
Naa30 0.489152242183414 1.48984692264798e-06 9.78449439914906e-06
Gm12346 1.6326933840408 1.49215897151977e-06 9.79432949373645e-06
Aadac -0.889352800039938 1.49537617332957e-06 9.810091917233e-06
Rcc1 0.675724214026596 1.49969242254516e-06 9.83304328304557e-06
Pef1 0.584564936825445 1.50826661193026e-06 9.88387248417512e-06
Usp20 0.491912474041569 1.50912482673858e-06 9.88411004440711e-06
Mta2 0.410111005957621 1.51465809300016e-06 9.90991815766521e-06
Onecut2 0.679323791714034 1.51471347806974e-06 9.90991815766521e-06
Odf2l 0.60213595807795 1.52112651325594e-06 9.94646347031138e-06
Lyrm5 -0.960588698827073 1.52319264866757e-06 9.95456065229754e-06
Esf1 0.513977920046315 1.52615088600625e-06 9.96847604792241e-06
Heatr1 0.607264825735014 1.52872494628567e-06 9.97986833826557e-06
Nmt2 0.387859661053588 1.53206629710586e-06 9.99625459723168e-06
Plp2 0.855219712383155 1.53774753824505e-06 1.0027881858675e-05
Cks2 1.32437620682661 1.54169135978668e-06 1.00481510034877e-05
Trip6 0.790006978968875 1.54319874768619e-06 1.00525270535896e-05
1110037F02Rik 0.499444178371985 1.54581596248921e-06 1.00641239571915e-05
Hdlbp 0.660519805794777 1.55170500236409e-06 1.0096803010341e-05
1810059H22Rik -0.55660151023756 1.55251465830523e-06 1.0096803010341e-05
Zfp664 0.512813014527912 1.55707782098761e-06 1.01210058364195e-05
Pld3 0.562889454932518 1.5588551306542e-06 1.01270842496579e-05
Spred1 0.678844804849146 1.56732455047575e-06 1.01707786818399e-05
Wdr36 0.487507276778933 1.56743042025923e-06 1.01707786818399e-05
Ccdc47 0.431444955835468 1.56811839302546e-06 1.01707786818399e-05
Foxk2 0.846774843485819 1.56952875994e-06 1.0174438457293e-05
Rab18 0.490676785051376 1.57302457298224e-06 1.01916058675169e-05
Mbd3 0.67640488794055 1.57641132158685e-06 1.0208048541778e-05
Echdc1 -0.773140041823718 1.57765837885926e-06 1.02106254067721e-05
Prpf31 0.610262211379072 1.57944815876413e-06 1.02167101178799e-05
Ptgfrn 0.777322057416047 1.58222161093247e-06 1.02291477803564e-05
Cnpy4 0.629214682564222 1.58456007715854e-06 1.02387613798127e-05
Asah1 0.677571579294588 1.59319036237231e-06 1.02889979095204e-05
Ascc2 0.437964904095522 1.59912743808825e-06 1.03217968024752e-05
Snapc1 0.471682126727123 1.60347895185355e-06 1.03443317575316e-05
Gas6 1.53710595806238 1.60539883473308e-06 1.03489189365524e-05
Fndc3a 0.596727945611273 1.60591124620431e-06 1.03489189365524e-05
Hn1l 1.42309736195625 1.61030497201702e-06 1.03681251608589e-05
Stam 0.528753335842535 1.61142944552954e-06 1.03681251608589e-05
Gzf1 0.570862630705882 1.61159995133491e-06 1.03681251608589e-05
Icmt 0.594323346310629 1.6123404616055e-06 1.03681251608589e-05
Pcsk5 0.603563491908188 1.61988259479605e-06 1.04110572968586e-05
Gabarapl1 -0.958662869682707 1.62530363549548e-06 1.04403184918981e-05
1500011H22Rik 0.688547984737026 1.62689460994594e-06 1.0443067566399e-05
Ing1 0.575664879968883 1.62768375317259e-06 1.0443067566399e-05
Tubgcp4 0.474112680483612 1.6283369386277e-06 1.0443067566399e-05
Tmem120a 0.744904275743619 1.62928652605045e-06 1.04435876736443e-05
Gm7935 0.577239113114283 1.63123250541451e-06 1.04504906114062e-05
Magix -0.695915869637449 1.63281318026549e-06 1.04550471207095e-05
Pbx3 0.504832961318698 1.63666792205113e-06 1.04741520823123e-05
Ddx19b 0.544961601801523 1.64038336320395e-06 1.04923457141103e-05
Ifit1 -1.19982920496489 1.64337235702931e-06 1.05058759134915e-05
Hspa4l 0.92669317501992 1.6498020975516e-06 1.05413763140584e-05
Lbr 1.13064751987454 1.65375609855991e-06 1.056102872288e-05
Golim4 0.537788579737317 1.65551755859739e-06 1.05658226319456e-05
Rbms2 0.392171076156808 1.65626408825093e-06 1.05658226319456e-05
Arhgef18 0.531388976459904 1.65994725254095e-06 1.05819568606838e-05
Rad1 0.429389868384126 1.66055323044576e-06 1.05819568606838e-05
Cct7 0.596951271850128 1.66693297561924e-06 1.0616985716007e-05
Birc3 -0.46667171400515 1.68198592177936e-06 1.07062270154295e-05
Rnpepl1 0.478510286526669 1.68332891246532e-06 1.07062270154295e-05
Mlec 1.82478174591319 1.6836154084139e-06 1.07062270154295e-05
Slc35e3 0.835947958899034 1.68702835200517e-06 1.07222600067982e-05
Sypl 0.408274197017302 1.68975363315013e-06 1.07311285952028e-05
Zfp473 0.453203506664942 1.691044821404e-06 1.07311285952028e-05
Cyp2c54 -1.18329680485785 1.69110093038746e-06 1.07311285952028e-05
Taf6 0.535626711174454 1.69287581293445e-06 1.07367255540806e-05
4930412C18Rik -0.403068345509928 1.69984231384664e-06 1.07752260537722e-05
Inmt -3.57351506079551 1.70672488262146e-06 1.0813154222088e-05
Ntf3 1.01097730711507 1.70939526129442e-06 1.0824369677233e-05
Psmd14 0.555095937122401 1.71745783252329e-06 1.08662706158459e-05
Fam120a 0.522625000889385 1.71781957927011e-06 1.08662706158459e-05
Zbtb41 0.552129339840609 1.7194630688204e-06 1.08709481611805e-05
Hmgb3 0.884466696724037 1.72185996692932e-06 1.08778047159206e-05
Patl1 0.50111763446947 1.72235677165179e-06 1.08778047159206e-05
Rab3ip 0.497468455559899 1.729786123464e-06 1.09189911468003e-05
Heatr5a 0.704096313285634 1.73091267384343e-06 1.09203698336659e-05
Agtpbp1 0.449369079575466 1.734420228496e-06 1.09367610108361e-05
Prps2 0.748262533950095 1.73701899145813e-06 1.094348202262e-05
Mthfd1l 0.458267038806454 1.73748718442791e-06 1.094348202262e-05
Tor2a 0.50276580086718 1.73821627136833e-06 1.094348202262e-05
BC023829 0.583136940986864 1.74015281627084e-06 1.09499411908199e-05
Cmtm8 -0.611498758289151 1.74960034890743e-06 1.10036319014706e-05
Pus10 0.438751410201675 1.75193332839723e-06 1.1012544837416e-05
Gm6724 0.833810287619665 1.75985574947216e-06 1.10565649881937e-05
Cggbp1 0.45651095317772 1.76353177376735e-06 1.10738744540744e-05
Clptm1l 0.667413484685272 1.76553044990491e-06 1.10806386535003e-05
Nudt16 -0.617100357033751 1.76879860461099e-06 1.10946751207503e-05
Zfp825 0.772739280594033 1.769612214686e-06 1.10946751207503e-05
Ostm1 0.470454729336797 1.77272504807405e-06 1.11083995326162e-05
Wdr33 0.424783308890243 1.77470133497224e-06 1.11149914338756e-05
Cul1 0.665034988398582 1.77614038922081e-06 1.11182135244041e-05
Apaf1 0.553414631618635 1.78158237894054e-06 1.1146476642435e-05
Erlin2 0.49636182316789 1.78748890265382e-06 1.11776152129028e-05
Clec2d -1.40743771344155 1.79710752710537e-06 1.12319220444086e-05
Gm15487 0.538773343044179 1.81135129086614e-06 1.13150645572287e-05
Zfyve20 0.472896042096776 1.81305973971297e-06 1.13198563707417e-05
Nek9 0.511546091273972 1.8148950875248e-06 1.13214047249625e-05
Serpina4-ps1 -3.39852191452367 1.81566650986508e-06 1.13214047249625e-05
Prkx 0.472710176722893 1.81613220078609e-06 1.13214047249625e-05
Ncoa5 0.557364572192678 1.82071221318949e-06 1.13337393119916e-05
Spata5 0.518789566403222 1.82084992922579e-06 1.13337393119916e-05
Col27a1 -1.3771913065343 1.82093840754825e-06 1.13337393119916e-05
Gm10052 0.85108484891276 1.82802627940525e-06 1.13681775665348e-05
Scand1 -1.02429541807565 1.82836219656368e-06 1.13681775665348e-05
Mup-ps19 -1.57807030980751 1.83206163073136e-06 1.13852925630722e-05
Cpne2 0.650449377984893 1.83331274124668e-06 1.13871827032496e-05
Srd5a1 -0.885513056450635 1.83603420416483e-06 1.13981989184729e-05
Ephb4 0.792361423900104 1.8393813409428e-06 1.14130859777281e-05
Tmem186 0.708057269296675 1.84181608948621e-06 1.14181476245502e-05
Dnajc22 0.570882078796996 1.8420961656239e-06 1.14181476245502e-05
Spats2 0.390038896690622 1.85234703364846e-06 1.14757718081518e-05
Snx1 0.514097621042627 1.85587061239944e-06 1.14916808002592e-05
Grhl1 0.513787210130365 1.86291887182664e-06 1.15293872535848e-05
Caprin1 0.485811496762334 1.87019623550415e-06 1.15684720843299e-05
Gypc 0.746410061759742 1.8724489356263e-06 1.15764516457102e-05
Entpd5 0.774692445565004 1.87500510821503e-06 1.15862982663339e-05
Agfg1 0.563896712468383 1.87653788706787e-06 1.15898141201804e-05
Kbtbd8 0.612706716035366 1.88229309598764e-06 1.16193914164534e-05
Mup21 -2.51942844460104 1.89099642285962e-06 1.16617671341894e-05
Reps2 0.574263574914775 1.8910973731118e-06 1.16617671341894e-05
Chn2 0.491082890570005 1.90936525269449e-06 1.17683839895701e-05
Rnf121 0.620072510764196 1.92270952908196e-06 1.18445604954972e-05
Sbno1 0.457735757603434 1.93034911816895e-06 1.18855341249266e-05
Cyp2r1 0.534240241102165 1.9316858203507e-06 1.18876775791797e-05
Sun2 0.917319568510441 1.93286204071429e-06 1.18888317338053e-05
Lsr 0.645632238220821 1.94133357803221e-06 1.19348344968493e-05
Ppm1f 0.600808793672601 1.94603111046474e-06 1.19530839986784e-05
Dcaf10 0.474830277626922 1.94629010140642e-06 1.19530839986784e-05
Rnf145 0.851824767531404 1.95347758103926e-06 1.19911015375177e-05
Trim8 0.564186486738019 1.95685938481002e-06 1.20057316848676e-05
Ddx23 0.498182990396977 1.97240404071969e-06 1.20949304383754e-05
Trim37 0.770720656936184 1.97781323582688e-06 1.21219185325271e-05
Slc10a7 0.681507426466872 1.99412809846237e-06 1.22156853713754e-05
Tnrc6c 0.530278439643774 1.99921211181312e-06 1.22405935053731e-05
Wdr90 0.60205552042691 2.00060664491197e-06 1.22428981705173e-05
Sar1a 0.701915620929789 2.00248317194443e-06 1.22481485974729e-05
Sybu 0.598883747383362 2.00359210303924e-06 1.22487010874666e-05
Tmem19 0.602240053053031 2.0056967128903e-06 1.22553368762733e-05
9630033F20Rik 0.62026454546055 2.00828752870072e-06 1.22649352628878e-05
Wasf2 0.562438043550196 2.01326268990474e-06 1.22889664190712e-05
Pcyt2 -0.578818082327524 2.01426634611138e-06 1.22889664190712e-05
Polk 0.511955050885773 2.01593378488028e-06 1.22929025168283e-05
C330019G07Rik 0.521149771308272 2.01757089395222e-06 1.22966497718071e-05
Cbx3 0.774260003011173 2.02305398077188e-06 1.23238217420374e-05
Metrnl 0.698225144714421 2.02419049683336e-06 1.23245016326183e-05
Gimap9 0.75343126311714 2.02869684439854e-06 1.23456880333464e-05
Gm10705 0.537547539503703 2.029946774168e-06 1.23470460087861e-05
Ero1l 0.761903469342079 2.03686882195034e-06 1.23828855328377e-05
Bhmt-ps1 -1.35301989828571 2.03884906688214e-06 1.23886609546527e-05
Rnf167 -0.464914003932926 2.0423383227787e-06 1.24035951168757e-05
Fam72a 1.19099393518476 2.04721440565227e-06 1.24269324724728e-05
Vrk3 0.617111002086737 2.04968121170363e-06 1.2435628945881e-05
Sult1b1 -0.983815689988214 2.05623194152791e-06 1.24690817432542e-05
Tmem65 0.631301430761747 2.07782269273478e-06 1.25936582057136e-05
Rint1 0.842391603289703 2.07953863262443e-06 1.25977088449918e-05
P4hb 0.790217806712358 2.08538057377744e-06 1.26205436716985e-05
Sdad1 0.666462316521204 2.08580089983799e-06 1.26205436716985e-05
Gm10075 0.647725354765116 2.08645661699266e-06 1.26205436716985e-05
Arl1 0.611237757063598 2.08907277967257e-06 1.26300151712231e-05
0610037P05Rik 0.913075586769955 2.0956668472607e-06 1.26622805292267e-05
Ppp1r2 0.378017855024943 2.09729474430239e-06 1.26622805292267e-05
Sntb2 0.502760923478176 2.09793855839199e-06 1.26622805292267e-05
Inpp5f 0.44647862392738 2.09862162950094e-06 1.26622805292267e-05
Stim1 0.551955377705668 2.1000539830544e-06 1.26645682779484e-05
Gm10145 0.509202376191839 2.10237462731933e-06 1.26711188503799e-05
Copb1 0.484280395430955 2.10324766946847e-06 1.26711188503799e-05
Nsmce1 0.737352043446502 2.10844737777784e-06 1.26960839848666e-05
Habp2 0.558675013784819 2.11105025271285e-06 1.27053950394755e-05
Pank2 0.383364025316812 2.11583165435508e-06 1.27278017226712e-05
Toe1 0.551718734047475 2.12779102362662e-06 1.2793343529555e-05
Tcp11l2 -1.06311688525077 2.13086490127899e-06 1.28054225076861e-05
Apoh -0.675641149759938 2.13529644433302e-06 1.28256442273249e-05
Arap2 0.482588151861463 2.16838192305463e-06 1.30178695081038e-05
Klkb1 -1.05234348839417 2.17155505151645e-06 1.30304139194039e-05
Zfr 0.534612062908173 2.17373702966956e-06 1.30370013874197e-05
Ier3 1.36051980951372 2.17674183957001e-06 1.30485147661163e-05
Cd2ap 0.610836686749938 2.18736996360229e-06 1.3105691984214e-05
Mtap4 0.577778104191814 2.19194553357587e-06 1.31265662556025e-05
Cbx1 0.624540472203842 2.19502151008937e-06 1.31384438321676e-05
Atp6v1a 0.592223310270259 2.19702269183418e-06 1.31438795369682e-05
Parp2 0.844250287375631 2.20949260838222e-06 1.32119088094462e-05
Cxcl9 -0.819878171205456 2.22528831878361e-06 1.32997475314975e-05
Tbc1d2b 0.702500677856012 2.22694820823824e-06 1.33030562364952e-05
Agxt -1.10300751413127 2.23273276908465e-06 1.33309888521564e-05
1810020D17Rik -0.64978816487365 2.23840032221952e-06 1.33529965511443e-05
Cep97 0.416107989133094 2.238639588117e-06 1.33529965511443e-05
Tmco7 0.467415044355352 2.24695205802356e-06 1.33959338114692e-05
BC048546 0.91058961309461 2.24812505980433e-06 1.33962853538885e-05
Parg 0.452810267208338 2.24972863651491e-06 1.33992010173808e-05
Pdzd11 0.707360843783798 2.26181374978716e-06 1.34645100698963e-05
Mfsd3 -0.699690196462133 2.26980647595829e-06 1.35034234524357e-05
2310008H04Rik 0.787732840743066 2.27059644248024e-06 1.35034234524357e-05
Rg9mtd2 0.502201617972658 2.27256713771132e-06 1.35084625956395e-05
Xdh 0.687486251207289 2.27640104137733e-06 1.35199663826984e-05
Col15a1 0.775117788526948 2.27675109563113e-06 1.35199663826984e-05
Lsg1 0.435317094156429 2.28009514462944e-06 1.35282167000034e-05
Uggt1 1.06569200936169 2.28039045745588e-06 1.35282167000034e-05
Lmo7 0.480324785424699 2.28526709121808e-06 1.35504619190816e-05
Pbrm1 0.500204022405534 2.28949354933219e-06 1.35657357875511e-05
Hint2 -0.747316875611079 2.29009926392755e-06 1.35657357875511e-05
Usp16 0.571651556616132 2.29316560184707e-06 1.35772114043383e-05
Tsen54 0.548410859345399 2.29480827502797e-06 1.35802507417379e-05
Noc4l 0.735177819300297 2.30033095517517e-06 1.35950388892442e-05
Cgnl1 0.578245367611097 2.30057606712504e-06 1.35950388892442e-05
Lrwd1 0.51725098841034 2.30069888894902e-06 1.35950388892442e-05
0610011F06Rik -0.595682985708783 2.31830556523206e-06 1.36923499125322e-05
Tbcd 0.555874679223487 2.32542612877683e-06 1.37276628367901e-05
Tsn 0.590724430477972 2.34196110118106e-06 1.38184898143779e-05
Ubiad1 0.775683796232608 2.34676935540563e-06 1.38400693961514e-05
2610528E23Rik 0.63760028898602 2.36097990596954e-06 1.39170506712175e-05
S100a6 1.09940616999853 2.36352444019438e-06 1.39252236126102e-05
Abhd14b -0.753578945239746 2.36826728056724e-06 1.39463340101964e-05
Fem1b 0.592941098929442 2.37861577446442e-06 1.40004183494541e-05
Rela 0.536572078205619 2.38955839299631e-06 1.40579450468594e-05
Ppfibp1 0.65113389076468 2.39317212190226e-06 1.40723201789118e-05
Gusb 0.512192247046142 2.39448321755053e-06 1.40731479428373e-05
2510012J08Rik 0.541344542395399 2.39591249228547e-06 1.40746691351895e-05
Phldb1 0.376076885751392 2.40181117165868e-06 1.41024313179666e-05
Lbp 1.48401579961142 2.40715179247582e-06 1.41268913150423e-05
Usp36 0.666186489778722 2.41340316020174e-06 1.41566697567931e-05
Rap1b 0.517334944323371 2.41636718879768e-06 1.41671455120878e-05
Thrap3 0.505452150775148 2.41955605015377e-06 1.41789286077481e-05
Zbed3 0.802960961180391 2.42434732890759e-06 1.41963380760416e-05
Casc4 0.487136647888985 2.42488801731306e-06 1.41963380760416e-05
Pitpnm1 0.447385483502477 2.42844971123441e-06 1.42102714246198e-05
Pomgnt1 0.623082213500409 2.44036072742774e-06 1.42730241961666e-05
Mrs2 0.519571991536806 2.4488787274232e-06 1.4315880747333e-05
Acss2 -2.2824318365713 2.45151809639524e-06 1.43243465059051e-05
Wdr12 0.496575071293248 2.45748407043057e-06 1.4352232125754e-05
Pigh 0.58245006279155 2.46202940788866e-06 1.43685365865002e-05
Rrp8 0.622967724858636 2.46266560538685e-06 1.43685365865002e-05
Zbed4 0.569534131122718 2.47446793319578e-06 1.44303961671577e-05
Paqr4 0.577411251059293 2.4763963006984e-06 1.44346415491509e-05
Sbf1 0.576390432352077 2.48355291366003e-06 1.44693429199427e-05
Gpatch2 0.370715676050201 2.48927394627575e-06 1.44956509462305e-05
9330159M07Rik 0.897152921612299 2.51301784825257e-06 1.46268342813345e-05
Ttc36 -0.743373887555418 2.51582558338442e-06 1.46308821127026e-05
Slc38a10 0.883381408860899 2.51614671177289e-06 1.46308821127026e-05
Csde1 0.433233726881788 2.52454158251034e-06 1.46726015126568e-05
Fbxo34 0.641251740278722 2.52909396414277e-06 1.46919588979791e-05
Tra2a 0.676083975405424 2.53173592452747e-06 1.47002049697937e-05
Mybbp1a 0.447102150389362 2.55673597311856e-06 1.48381998439916e-05
Mars 0.425386215983142 2.56219993436523e-06 1.48627371976565e-05
Tcf7 0.819254014868919 2.57163786324585e-06 1.49102918541617e-05
Pts -0.577972734157244 2.57454005640477e-06 1.49199249051891e-05
Apoc1 -1.08676375816506 2.57942120525668e-06 1.49410115574237e-05
Sod2 -0.3807974698863 2.5938108405975e-06 1.50171282417838e-05
Fbxw9 0.602525575340734 2.59689098304332e-06 1.5027725732e-05
Snip1 0.602170053220012 2.59867914007148e-06 1.50308401439921e-05
Zcwpw1 1.07665591454507 2.60125988351207e-06 1.50369483731093e-05
4930471M23Rik 0.591198144866536 2.60347360553888e-06 1.50369483731093e-05
Nhlrc3 0.5446265127697 2.6034866122922e-06 1.50369483731093e-05
Sgms1 0.585992404340781 2.60744698912478e-06 1.5052592436018e-05
Cd36 1.18079406463764 2.61144192229666e-06 1.50684208808144e-05
Ppp1r8 0.641216804198763 2.63305258887256e-06 1.51858308782698e-05
Ap3d1 0.558095709184737 2.63689504488655e-06 1.52007013014194e-05
Ccl9 1.31788963718374 2.64397884182101e-06 1.5234233623813e-05
Nfkb2 0.417570593214643 2.64678681308453e-06 1.52431089211405e-05
Coil 0.435892721268603 2.6482142220945e-06 1.5244028731779e-05
Hnrnpf 0.465190501898859 2.65748088441843e-06 1.52862360924807e-05
Spnb2 0.777422629177065 2.65808895379437e-06 1.52862360924807e-05
Eif1a 0.696069256409255 2.66387371431153e-06 1.53121804085068e-05
Phlda3 1.19702582814055 2.6651637968836e-06 1.53122764727784e-05
Trmt6 0.563411475825067 2.66871586514803e-06 1.53247191837145e-05
Wdr7 0.549256505503196 2.66987831100888e-06 1.53247191837145e-05
Aars 0.525894053675994 2.67288726078026e-06 1.53346704727494e-05
1110034A24Rik 0.568116779133093 2.67448537620695e-06 1.53365220070999e-05
Ttc37 0.474540141203867 2.67866745790547e-06 1.53531821645917e-05
