geneSymbol logFC P.Value adj.P.Val
Slc37a1 1.94997982248749 3.14337032159685e-11 8.87463772580047e-09
Gbp10 -1.92798872681643 3.16057112836526e-11 8.87463772580047e-09
Dbp 3.49048838172128 3.17346712856067e-11 8.87463772580047e-09
Mcm2 3.47885020874562 3.39189748117337e-11 9.26990163888858e-09
Lrg1 2.48423358034416 3.5709255627992e-11 9.54230664281342e-09
Apoa4 3.49047705696035 4.01812168167274e-11 1.04832961345991e-08
2010003K11Rik 3.21547982605379 4.09742135822167e-11 1.04832961345991e-08
1700001C19Rik -1.36853438908288 4.19997706375761e-11 1.05218175399344e-08
Clpx -2.19642471541635 4.60127190676797e-11 1.12918968732418e-08
Spc25 2.68167616545308 5.30009708347858e-11 1.2746733485766e-08
Hpx 2.4823516905162 5.50515875089103e-11 1.29803007802872e-08
Abhd2 2.68141755673551 5.64496113891249e-11 1.30539726337351e-08
Hp 2.64827798253405 6.02892566044537e-11 1.36788360503501e-08
Ptplad1 1.53101570194804 6.24107463359938e-11 1.38979486053764e-08
Baz1b 1.26165587954941 6.73380465886221e-11 1.46382277249027e-08
Nop2 1.35387183675743 6.88950927122207e-11 1.46382277249027e-08
Itih4 2.16189352416343 6.99626377364091e-11 1.46382277249027e-08
Mybl1 2.68353591149085 7.06043416253102e-11 1.46382277249027e-08
Trip13 1.7846891247608 7.33100440332718e-11 1.49415810084762e-08
Naa50 0.990243927261172 7.49141981345694e-11 1.50140538761366e-08
Tcp11l2 -2.4145532400631 7.88539559365019e-11 1.53716323944915e-08
Saa2 8.0604499663042 7.92549861503925e-11 1.53716323944915e-08
Mcm3 3.64689501321476 8.12790282897036e-11 1.55139732568839e-08
Dhrs3 -2.19790245798024 8.3225990641433e-11 1.5637383397863e-08
Lig1 2.84905824179172 9.8667801454115e-11 1.79805277087442e-08
Tor1b 1.2651651970587 9.86873038484091e-11 1.79805277087442e-08
Mvp 1.42126154356559 1.05761630829815e-10 1.89818449362467e-08
Slc12a4 1.33370065542332 1.10158724748815e-10 1.94096133700807e-08
Trmt61a 1.02772498133571 1.11373249275307e-10 1.94096133700807e-08
Galnt7 0.943832895708908 1.15226267151185e-10 1.97942266070428e-08
Dbf4 1.37335974002835 1.27498393930573e-10 2.15939181269737e-08
Mad2l1 2.65712603991673 1.35016850320945e-10 2.254968923763e-08
Cenpt 1.71111032512132 1.38311678447525e-10 2.26566750142801e-08
C4bp 1.08191051666817 1.39534198418318e-10 2.26566750142801e-08
Plxnb1 1.36472087220504 1.41949544108766e-10 2.26566750142801e-08
Cpd 1.21628482261412 1.43214420840105e-10 2.26566750142801e-08
Mcm4 3.32372023800131 1.45078085330526e-10 2.26566750142801e-08
Isyna1 3.75331459588788 1.48973538069663e-10 2.29667537857397e-08
Ctps 2.00453720784374 1.58167533696747e-10 2.40755011734605e-08
Tfdp1 1.59786023273214 1.62370258480816e-10 2.44062794778977e-08
Ccne1 2.84999114931115 1.66820266654969e-10 2.47656013151358e-08
Cyb561 1.96396001059292 1.72483768348341e-10 2.49875777900717e-08
Ccng2 -2.16053649336982 1.73323883647315e-10 2.49875777900717e-08
Mup-ps6 -1.27693191827337 1.77735731695337e-10 2.49875777900717e-08
Tnfrsf12a 3.14925243552931 1.79498876952666e-10 2.49875777900717e-08
Chaf1a 2.87058102204459 1.84141575744515e-10 2.49875777900717e-08
Slc16a5 3.11775656012999 1.85994341032242e-10 2.49875777900717e-08
Ubap2 1.23448507661145 1.86781243388864e-10 2.49875777900717e-08
Btg3 1.620960448016 1.87744091392632e-10 2.49875777900717e-08
Tef 2.19234917983207 1.88876975415668e-10 2.49875777900717e-08
Aurka 2.56044018755778 1.89095183276218e-10 2.49875777900717e-08
A930001N09Rik -1.27284680272745 1.99312404840527e-10 2.59433985252486e-08
Ung 2.72000526243739 2.01586605131361e-10 2.59433985252486e-08
Slc30a10 -1.59417209031286 2.02800786808596e-10 2.59433985252486e-08
Kng2 1.14376611777135 2.0703479346339e-10 2.62062462252344e-08
Gjb2 1.252176252814 2.14151126183573e-10 2.66623553847784e-08
Ugt2b1 -2.28000854793039 2.15072638031061e-10 2.66623553847784e-08
Mup-ps10 -0.936390065790667 2.22107602073717e-10 2.70428756168889e-08
Cyp4a31 3.10018458163337 2.22639890733638e-10 2.70428756168889e-08
Tmtc2 1.41594701040718 2.25224917896708e-10 2.70832963770791e-08
Gbp6 -1.54392938513045 2.31091645260003e-10 2.75136340024904e-08
Fn1 1.51624025100254 2.39713792251221e-10 2.7548021531188e-08
Slc20a1 2.49793927808434 2.40030744436801e-10 2.7548021531188e-08
Mcm5 4.1692852425901 2.40065019798832e-10 2.7548021531188e-08
Abcb4 1.33669868471273 2.40544054950082e-10 2.7548021531188e-08
Arhgap11a 1.82833249800439 2.45716165648043e-10 2.768790569245e-08
Tmem176a 1.24263768745034 2.48736599402771e-10 2.768790569245e-08
Mcmbp 0.885488375710211 2.53542572460228e-10 2.768790569245e-08
Topbp1 2.39099339242555 2.57243445705042e-10 2.768790569245e-08
Smc4 2.18177758372283 2.57261557320347e-10 2.768790569245e-08
Paox -1.43363900879743 2.58525991579754e-10 2.768790569245e-08
Ttc39a 1.58134158026944 2.62241328650768e-10 2.768790569245e-08
Nek2 2.46563527102419 2.65453515131058e-10 2.768790569245e-08
Il18bp 1.92539494811405 2.67254157020236e-10 2.768790569245e-08
Sucnr1 -2.96733845310941 2.68531294592944e-10 2.768790569245e-08
Pprc1 1.56695987827694 2.69030126259178e-10 2.768790569245e-08
Cdca7 1.77228657700617 2.69395839169784e-10 2.768790569245e-08
Rrm1 2.90097130731804 2.73942872854959e-10 2.79166359837363e-08
Nop58 1.51319015365206 2.77911881161617e-10 2.80831123610793e-08
Lmnb2 1.2191165556298 2.81190175900898e-10 2.81775988767358e-08
Tmpo 1.58121829445576 2.84851195166234e-10 2.83085588584625e-08
Hebp1 -1.01018914157699 2.89792391809041e-10 2.85635533729813e-08
BC046404 2.10147958229794 3.11647073937164e-10 3.01611020398169e-08
Tbl2 1.03762195548318 3.11938863136271e-10 3.01611020398169e-08
Gmnn 1.98846902136542 3.13524969228866e-10 3.01611020398169e-08
Haao -1.34023187075385 3.23769736120716e-10 3.08994529908858e-08
Pde12 0.997946046656036 3.30566837541296e-10 3.129973402704e-08
Mup-ps2 -1.09541209434397 3.38263053035714e-10 3.17782282246442e-08
Hells 2.25534533534548 3.4766558343671e-10 3.22701976579704e-08
Bphl -1.10860902602915 3.48867001707789e-10 3.22701976579704e-08
Saa1 6.63757553499525 3.5191785366957e-10 3.22887505377348e-08
Agpat9 1.78144947304005 3.54437843740623e-10 3.22887505377348e-08
Klf16 1.27756274984118 3.57862574836728e-10 3.23556200181327e-08
Myo18a 0.930252331204962 3.71264564102223e-10 3.29500191248912e-08
Nup93 1.67140613818907 3.72566579395328e-10 3.29500191248912e-08
Msh6 1.38439359146965 3.72657180955111e-10 3.29500191248912e-08
Gm14276 1.76255684412248 3.80504676230681e-10 3.31926243035234e-08
Ppl 2.89736928393181 3.80921592838771e-10 3.31926243035234e-08
Cdk1 2.98535545459102 4.30458183139841e-10 3.72392780737884e-08
Dhcr24 1.74179583766493 4.43209920068064e-10 3.80685663487034e-08
Cdt1 3.22741242338322 4.53542234936008e-10 3.86797544333723e-08
Smc2 2.37731252800991 4.75130874536461e-10 4.01569992545673e-08
C3 1.57675422085952 4.77542693838097e-10 4.01569992545673e-08
Grn 1.7156231692974 4.827501952734e-10 4.02084511567736e-08
Rrp8 1.06973484187736 4.8781117930628e-10 4.02084511567736e-08
Spata22 -0.88298857142124 4.88185768722574e-10 4.02084511567736e-08
Rnase4 1.85381117342401 5.19261753855481e-10 4.24770244225317e-08
Eci2 1.25024848747979 5.49951881694855e-10 4.4683590387707e-08
Epb4.1 1.09413458686149 5.60919855302591e-10 4.46957626468328e-08
Cln5 0.841561789389755 5.61160062063772e-10 4.46957626468328e-08
Dnmt1 1.98373374308203 5.61278708055338e-10 4.46957626468328e-08
Dsn1 1.91849066522334 5.68678885189908e-10 4.46957626468328e-08
Slc13a2 -1.23444691929081 5.68686210807935e-10 4.46957626468328e-08
Dnajc12 2.33226561345512 5.96816542087758e-10 4.64097028908529e-08
Cep76 0.910810931811038 5.98212386534902e-10 4.64097028908529e-08
Ncaph 1.97784975302193 6.27802648935513e-10 4.83931208554458e-08
Dhfr 1.19521338319567 6.60031925403644e-10 5.0553400655916e-08
Hjurp 1.490710174201 6.67181162685011e-10 5.07775536790333e-08
Casp8 0.899669334760796 6.88523456844426e-10 5.18189937200954e-08
Birc5 2.35757062214731 6.89483492325594e-10 5.18189937200954e-08
Alg8 1.28340640592824 7.01677825589548e-10 5.19425067938711e-08
Tsr1 0.960576329990667 7.03297983920732e-10 5.19425067938711e-08
D17H6S56E-5 4.57234462788338 7.04085539077005e-10 5.19425067938711e-08
Scd3 -2.90380481373437 7.21409644099107e-10 5.2896042501779e-08
Ccnd1 4.20050867044451 7.33427637124601e-10 5.34513171904444e-08
9030625A04Rik 1.39367179617619 7.45710170478693e-10 5.40190650602788e-08
4632434I11Rik 1.74351776793152 7.52757087457168e-10 5.42030178243859e-08
Ethe1 -2.17502087891629 7.63225669371712e-10 5.4629694489255e-08
Ldha 1.60054793736057 7.78492977240838e-10 5.51639031684142e-08
Poc1a 2.01660542094108 7.84340452352306e-10 5.51639031684142e-08
Gm4477 -1.83298273498145 7.84451346511337e-10 5.51639031684142e-08
Itih2 1.00220160039875 8.09378238521604e-10 5.65858913850133e-08
Prg4 2.26951654799196 8.30004994401409e-10 5.76925436859939e-08
Tymp -2.2567090489464 8.43438927444145e-10 5.82893856466428e-08
Gins2 1.76072244037884 8.62131121122794e-10 5.92407241800092e-08
Pole3 1.07059361736172 8.8683574184401e-10 6.05920442936036e-08
Ipo5 1.05880192564292 9.0100389917608e-10 6.11900637865891e-08
Atad2 2.52500533023596 9.06683604964215e-10 6.11900637865891e-08
Nol9 0.88757152480458 9.10854171958374e-10 6.11900637865891e-08
Hsd3b4 -1.45763374426274 9.46820338968391e-10 6.32528587560828e-08
Gm10184 1.41999087552323 9.55311971769918e-10 6.34675495057086e-08
Cdc45 2.59812645913794 9.72496281201449e-10 6.42542185793814e-08
2610002D18Rik 2.42931772304304 9.81243961223988e-10 6.44779160312484e-08
Xpo5 1.02871386546441 9.90353832994896e-10 6.47228524008893e-08
Brca1 1.83671010663292 1.00241868476771e-09 6.51572145099013e-08
2310001H17Rik -1.16353156504399 1.03872244317331e-09 6.7153964404081e-08
Slc22a21 0.833096535986964 1.06745702436898e-09 6.86426241606253e-08
Ckap2 2.13015270138099 1.10008377868968e-09 7.0364401269912e-08
Polh 1.32257655269896 1.11611281500623e-09 7.10119396849204e-08
Pole2 1.69572573648485 1.14864201137428e-09 7.26969483514515e-08
Mlf1ip 1.61544972611857 1.1570057761069e-09 7.28429029198193e-08
Ppat 1.21541762975728 1.16906702473101e-09 7.29962136850887e-08
Med22 1.02196272959185 1.17158164168167e-09 7.29962136850887e-08
Naa40 1.32493421586499 1.17799026887877e-09 7.30171803261196e-08
Pkmyt1 2.60767215665491 1.19775574630969e-09 7.36839199367923e-08
Tinf2 1.54360014112767 1.20100193826289e-09 7.36839199367923e-08
Cobl 1.11472798320439 1.23520269258655e-09 7.53642036485072e-08
Flot1 1.40045274316194 1.24092410165525e-09 7.53642036485072e-08
Mup-ps7 -1.3869305011732 1.27553428208291e-09 7.6564903865849e-08
Myh9 1.4244156319776 1.28153146983144e-09 7.6564903865849e-08
Icam1 2.0294089709871 1.28516833478148e-09 7.6564903865849e-08
Tmem98 1.60532303182525 1.28616304207081e-09 7.6564903865849e-08
Wipf3 1.24740097946748 1.29590822274494e-09 7.67650067906796e-08
Spag5 1.47024884117927 1.36707701411805e-09 8.05838288959292e-08
Tnfrsf1a 1.12866877716748 1.39849994479701e-09 8.20339601765073e-08
Lysmd2 1.37311059520648 1.42131293942891e-09 8.25854421405423e-08
Gm10259 1.41335489797816 1.42163713289749e-09 8.25854421405423e-08
E2f1 2.37485155267563 1.43390423470383e-09 8.28975885688154e-08
Tmem48 1.73083739165298 1.44855701803134e-09 8.33440102479752e-08
Anxa7 0.951525485887606 1.53242198458425e-09 8.77494017363122e-08
Rad51 2.14266943770158 1.55456523774154e-09 8.81459000610155e-08
Nit2 -1.12126694864523 1.55493761060232e-09 8.81459000610155e-08
Pcna-ps2 2.1554241520563 1.56377503680454e-09 8.81459000610155e-08
0610010F05Rik 0.820951874486742 1.56866716116901e-09 8.81459000610155e-08
Nop56 1.8034635176283 1.61727853724928e-09 8.97180269568624e-08
Kpna2 1.61396791871795 1.61791381720618e-09 8.97180269568624e-08
Synpo 1.36043606802214 1.63143034574032e-09 8.97180269568624e-08
Fen1 2.67000764418151 1.64123506014697e-09 8.97180269568624e-08
Pcna 2.3615852247009 1.64428020641204e-09 8.97180269568624e-08
Shcbp1 2.4737579851365 1.64506131721099e-09 8.97180269568624e-08
AI317395 -1.18550104295255 1.64887184677477e-09 8.97180269568624e-08
Dynll1 1.70332145511192 1.6706564356796e-09 9.04938902659785e-08
Adcy6 1.17889191544322 1.68814016110566e-09 9.10308764004286e-08
Specc1 0.838035066873333 1.69988465887762e-09 9.12549688526935e-08
Gm13824 -1.46528151699186 1.71039362789914e-09 9.12699639314056e-08
Ucp2 2.42695321130083 1.71534402066509e-09 9.12699639314056e-08
Slc39a1 0.87883114906784 1.74682808534109e-09 9.25357168556239e-08
Trak2 0.896485959191 1.76480664171865e-09 9.30780695906435e-08
Fignl1 2.52666895173106 1.83643347285829e-09 9.58304128156732e-08
Cp 1.26002553631214 1.83808954456998e-09 9.58304128156732e-08
Lmnb1 1.50968270584264 1.84090023787281e-09 9.58304128156732e-08
Pold3 1.27431931541144 1.89945374312927e-09 9.84522899186615e-08
Zwilch 2.09099220965968 1.97271171511054e-09 1.0181055096225e-07
B4galt5 2.20343871371741 2.03225780240108e-09 1.04435470401167e-07
Tacc3 2.30587720425964 2.070743194748e-09 1.05960369858914e-07
Slfn9 2.95887960511993 2.10073982917405e-09 1.07039815448381e-07
L3mbtl3 0.857800339154927 2.11222994812569e-09 1.0717116087009e-07
Sik1 1.73461224499399 2.18273325242115e-09 1.10283056135984e-07
Rapgef1 0.834098363046937 2.19503163823316e-09 1.10440399371355e-07
Ccdc86 1.19316971677327 2.24528391801266e-09 1.12498079642093e-07
Alkbh7 -0.995534229842958 2.3316819115011e-09 1.16342219858095e-07
9130401M01Rik 0.820007401227037 2.36028670044283e-09 1.17282841210021e-07
Ezh2 1.31386099653724 2.44845899320711e-09 1.21163454293479e-07
1500017E21Rik -3.03312740589927 2.47130109622133e-09 1.21792605254351e-07
H2afx 2.22182450149753 2.49768407737832e-09 1.22414418396171e-07
Leap2 -2.42429664821001 2.51277296560647e-09 1.22414418396171e-07
Dnajc9 2.01588902662376 2.51445832381325e-09 1.22414418396171e-07
Mthfr -1.10855410677296 2.55844141651712e-09 1.24053459812977e-07
St5 -1.33557790967261 2.56877679781144e-09 1.24054381500733e-07
Sf3a1 1.03075784540006 2.6012493416949e-09 1.25120093335525e-07
Suv39h1 1.35948950746739 2.68470902129963e-09 1.28620023829195e-07
Nat8b -1.41188519349117 2.70578862169922e-09 1.28789542861653e-07
D5Ertd579e 1.27797518710146 2.70966772091461e-09 1.28789542861653e-07
Whsc1 1.19208330700988 2.78111804222431e-09 1.31665135660422e-07
Prune 1.52467952597265 2.84211125279463e-09 1.34025050254335e-07
Prpf4 0.889728476348427 2.8892547799335e-09 1.35715971596486e-07
Ppard -1.7011479743786 2.90827800817474e-09 1.36077988514791e-07
Nup54 0.92166148965979 2.92828508954366e-09 1.36483055045591e-07
Gm10681 -1.46148258426697 2.95609802925457e-09 1.37247408501105e-07
Orm1 2.45579603481331 3.02579530329248e-09 1.39943032777277e-07
Tmprss2 1.75654028636568 3.03831599030785e-09 1.39983715645409e-07
Cenpn 1.85226691580899 3.06148817044985e-09 1.40512958968166e-07
Nup50 0.962002120611149 3.0775454296965e-09 1.4064327630763e-07
Prtn3 2.73437589064972 3.08771933016334e-09 1.4064327630763e-07
Brip1 1.16372052465645 3.12270602336144e-09 1.41700150682722e-07
Gm7334 1.3009266905923 3.14587536207132e-09 1.42214854244014e-07
Tpd52 1.04342659678889 3.17924272592629e-09 1.43184995427954e-07
Rad54b 1.55919092216477 3.31197809053562e-09 1.48606479621981e-07
Khk -1.43648792476809 3.3418433443194e-09 1.49389093737698e-07
Samd1 1.50447008889276 3.37469955157234e-09 1.50242705501178e-07
Mreg -1.46791328004621 3.3859270844756e-09 1.50242705501178e-07
Nipsnap1 -0.81341221523563 3.48494641011056e-09 1.5406794331463e-07
Bcmo1 1.51904476936668 3.54819568631043e-09 1.56289571897007e-07
Rbl1 1.41450255594927 3.59500555035808e-09 1.57773510011153e-07
Grb7 -1.59590476808936 3.67895263043292e-09 1.60870565021658e-07
Tmem62 1.17647406044658 3.74115275037556e-09 1.62997687765457e-07
Mup-ps14 -1.49938584851008 3.75644777169561e-09 1.63073229078122e-07
2810408I11Rik 2.62435758839159 3.8391313068687e-09 1.66063143759339e-07
Plekha8 1.13636078665307 3.99274363436882e-09 1.71139475070512e-07
Ect2 2.12328195546789 3.99818633193083e-09 1.71139475070512e-07
Rnf125 -3.21568488442435 3.99918440705313e-09 1.71139475070512e-07
Ly6d 4.92946763439691 4.04209579096664e-09 1.71501598756898e-07
Ccdc99 1.24474776036863 4.05062627660444e-09 1.71501598756898e-07
Ttc39c -1.59976959575175 4.05277563030519e-09 1.71501598756898e-07
Cat -1.22761305985638 4.0646948561926e-09 1.71501598756898e-07
4732419C18Rik -0.907558979080328 4.08068757831359e-09 1.7153680030035e-07
Tcerg1 1.18999694995336 4.10290189376344e-09 1.7153680030035e-07
Glo1 -1.20324165476979 4.1083241984616e-09 1.7153680030035e-07
Chek1 2.07113623066666 4.13636313771445e-09 1.72109919484485e-07
Myo1c 1.80775839973645 4.20594012882773e-09 1.74236687044233e-07
Ankrd9 0.947581916400786 4.21645537878353e-09 1.74236687044233e-07
Spc24 1.72891321432696 4.2544839961389e-09 1.75206061827296e-07
Zkscan14 -0.797391603621337 4.29342948994264e-09 1.76206449203277e-07
Prim1 2.19746026791923 4.3287436210481e-09 1.77051503547971e-07
Gstm7 -1.34775477859788 4.3615651772986e-09 1.77488960431719e-07
C8g -0.909377316985165 4.37117692842023e-09 1.77488960431719e-07
Lipc -1.2302976157992 4.41561284624227e-09 1.77488960431719e-07
Tcf19 2.80486476775621 4.42020142358547e-09 1.77488960431719e-07
Mthfd1l 1.3648362738855 4.42879551411044e-09 1.77488960431719e-07
Incenp 2.06806265462109 4.43603945063191e-09 1.77488960431719e-07
Rhbdd2 1.17915720697491 4.47383271094218e-09 1.77488960431719e-07
Cdk2 1.37599099771811 4.47655650185173e-09 1.77488960431719e-07
Top2a 2.58253562194392 4.48281829668725e-09 1.77488960431719e-07
Csrp2 0.972560821191669 4.49913938213867e-09 1.77488960431719e-07
4930579G24Rik 1.70052815088161 4.52781566315595e-09 1.77488960431719e-07
Eif4a1 0.809405514523055 4.54191582425625e-09 1.77488960431719e-07
Nasp 1.13612221609142 4.54247445313854e-09 1.77488960431719e-07
Tpx2 2.23547055150456 4.54607898652553e-09 1.77488960431719e-07
Amdhd1 -1.06970794053127 4.57894787090537e-09 1.78138983312152e-07
Ghr -1.23604928889034 4.59235632655028e-09 1.78138983312152e-07
Rdh9 2.04347925980653 4.62731599630419e-09 1.78722223313277e-07
Tmem120a 1.40471319131437 4.63809979657316e-09 1.78722223313277e-07
Psip1 0.960281797535831 4.65197970037886e-09 1.78722223313277e-07
Treh 1.25441166562934 4.68175930071217e-09 1.79293489143515e-07
Lgals9 -0.72430809965585 4.69737111326706e-09 1.79320278212814e-07
Acat3 -0.803899759966146 4.72977151490615e-09 1.79985767299831e-07
Ftsj3 0.913742693429749 4.92894277029597e-09 1.86973302248609e-07
Scnn1a -1.646999886302 5.00190035794541e-09 1.89144188063816e-07
Pcmtd2 -1.13050107359319 5.20165310608665e-09 1.960811241401e-07
Arf6 1.03024104939495 5.30969523826968e-09 1.99528391375603e-07
Ncapg2 2.52627319498631 5.54138991691148e-09 2.0743744142851e-07
Ccne2 2.17513765277678 5.55466579126656e-09 2.0743744142851e-07
Flot2 1.06049653146634 5.59596070587086e-09 2.08332592842406e-07
Rfc3 1.5205639476867 5.65941804653108e-09 2.10044759288692e-07
Fancb 1.55617051048722 5.71103916514927e-09 2.11308449110523e-07
Gm20319 -0.963240081869702 5.9253372088454e-09 2.18564969129957e-07
Cyb5r1 0.978859860436512 5.9582721859688e-09 2.19107715707263e-07
Gm10307 -1.20527806572151 5.98027128178224e-09 2.19246226108023e-07
Ttk 1.88501387876327 6.0346332390707e-09 2.20566762005548e-07
Macrod1 -1.73236521500923 6.1059299103962e-09 2.22496385371255e-07
Ncapg 1.59970053833002 6.20906248493492e-09 2.25570925623391e-07
Ccna2 2.66551271791621 6.38187791244643e-09 2.30523456022098e-07
Apcs 2.8229154882354 6.3837264744581e-09 2.30523456022098e-07
E2f3 1.06004909337347 6.40496818927456e-09 2.30598031365349e-07
Tmx1 0.658389304977002 6.43932089939326e-09 2.31142787508072e-07
Gm12428 1.13519349366189 6.46003422404289e-09 2.31196165309868e-07
Gm11695 2.74682475469279 6.49401895740931e-09 2.31722783272543e-07
Pgm3 1.71868003501322 6.60094373885852e-09 2.34841267632467e-07
Kifc5b 1.19985532736684 6.62166207742952e-09 2.34883440947168e-07
Gatad2a 0.841639660362835 6.71240406189086e-09 2.3740193777717e-07
Slc36a4 0.862616696922705 6.7778673816075e-09 2.37879341779766e-07
Serpinf1 -0.814034234460134 6.78342446086362e-09 2.37879341779766e-07
Gde1 1.37976389885442 6.78524858465362e-09 2.37879341779766e-07
Scd4 -1.15465593500416 6.90422320999708e-09 2.41346756105276e-07
Bco2 -1.61116930979554 6.99192629081432e-09 2.43704097527659e-07
6430573F11Rik -0.804132609994078 7.02914884278732e-09 2.44293395475484e-07
Ang 2.01933433912739 7.18486554288031e-09 2.48503752123025e-07
Bmper 1.61622883494461 7.19162625686592e-09 2.48503752123025e-07
Vav2 0.810276234443252 7.22323594162544e-09 2.48880837243685e-07
Tars -1.45361163238772 7.2940042663497e-09 2.50601146579586e-07
Nnmt 2.47542241685398 7.3424259595933e-09 2.51546074541623e-07
Rbm3 1.65386496035422 7.41529251583485e-09 2.53320717337824e-07
Cirh1a 0.888475131722091 7.43936116819865e-09 2.53422997301951e-07
Grk6 0.901765354894317 7.48435108591977e-09 2.54235372339506e-07
Rnf167 -0.917272599543649 7.54338598235145e-09 2.55150522282357e-07
Nolc1 1.18728013916946 7.55372855987685e-09 2.55150522282357e-07
Mgll 1.45151792754383 7.59629493142351e-09 2.55869598180302e-07
Keg1 -2.80758488985945 7.65656968598141e-09 2.5717947059756e-07
Grwd1 1.24918303125335 7.78714881617105e-09 2.60836948508236e-07
5730469M10Rik -1.03833520854013 7.8599651855258e-09 2.62516276469093e-07
Cenpm 2.11879982522462 7.88094601291829e-09 2.62516276469093e-07
Chek2 1.50972175754981 7.95269582191622e-09 2.63006028238092e-07
Epha1 1.34663126011901 7.95895790407208e-09 2.63006028238092e-07
Chaf1b 2.05088508322258 7.97918995431166e-09 2.63006028238092e-07
Timeless 2.17687488435833 7.98313516065725e-09 2.63006028238092e-07
Smarcc1 0.736680881920783 8.10219629018821e-09 2.66199208714517e-07
Lepr 2.40924314504212 8.16606395906725e-09 2.6756653707843e-07
Gm12184 0.781066016274313 8.27057233936263e-09 2.70254435817488e-07
Maf1 -0.895754186551636 8.33636795648526e-09 2.71259410138692e-07
Cbfb 1.14718332838582 8.34644338888283e-09 2.71259410138692e-07
Pbk 2.90114862936005 8.47763314318424e-09 2.74780427349839e-07
Dnajb1 1.16126816666374 8.63562982333209e-09 2.78441176568591e-07
Gnat1 2.48110332470853 8.64820329787009e-09 2.78441176568591e-07
Rnaseh2b 0.833463298834963 8.66004158308964e-09 2.78441176568591e-07
Cpt1a 1.55434197951042 8.71299025663679e-09 2.79396554229486e-07
Esco2 2.26234557749244 8.78202590293626e-09 2.80861333730874e-07
Slc16a12 1.33097369773787 8.85707795959344e-09 2.82294998197957e-07
Sf3b3 0.831311045652877 8.87380534875906e-09 2.82294998197957e-07
Gimap9 0.962716503870202 9.3772563954967e-09 2.97523768221234e-07
Ddx20 0.809847707031297 9.45361968252062e-09 2.99157307058712e-07
Ppp1r3c -2.11680674906001 9.55093396684242e-09 3.01053895855639e-07
Ets2 1.42694767031059 9.56362479973839e-09 3.01053895855639e-07
Ppap2c 1.90242545941058 9.61702723238780e-09 3.01944523418964e-07
Gstm6 -1.85771955766047 9.81707514513944e-09 3.07242205065991e-07
Kntc1 1.84420829375952 9.83686061957641e-09 3.07242205065991e-07
Gins3 1.40394137747725 9.94464876710313e-09 3.09558840576292e-07
