geneSymbol logFC P.Value adj.P.Val
Hat1 2.08828587957296 6.59482198073973e-09 2.90486206294488e-07
Mup-ps2 -1.19533571693786 6.6952523239087e-09 2.93393226707621e-07
Aspm 1.7447860694998 6.72407474892296e-09 2.93393226707621e-07
Serpina12 -2.81692082758946 6.73401501632462e-09 2.93393226707621e-07
Gm8203 2.04169254796672 6.96241202021021e-09 3.02249113873746e-07
Ube2s 2.43100478374543 6.99942460211092e-09 3.02762880720805e-07
Gm20319 -1.09677659187759 7.03779875316379e-09 3.03331648769873e-07
Mlf1ip 1.82106606142411 7.29265563058009e-09 3.13193514134734e-07
4632434I11Rik 2.37766576072507 7.58873370424624e-09 3.2474919143616e-07
Trip13 1.99226375438657 7.97507362018474e-09 3.4007184497419e-07
Bub1 2.32473229735089 8.49748704060042e-09 3.59869616634855e-07
Tmpo 1.94115595019387 8.49920757790427e-09 3.59869616634855e-07
Fdx1 -1.23701432860796 8.57157779028557e-09 3.61307223988933e-07
Pck2 1.16272003084071 8.62671975547105e-09 3.61307223988933e-07
Lpgat1 1.5111351884535 8.64898346913992e-09 3.61307223988933e-07
Gm14150 2.6164216554916 8.65334557245845e-09 3.61307223988933e-07
Wbp5 1.97805107207392 8.7463387717636e-09 3.636046281512e-07
Haus8 1.31151282918294 8.76884342318903e-09 3.636046281512e-07
Ccdc120 1.41808242048554 8.95102735766416e-09 3.69883518817565e-07
Fancb 1.78174604918417 9.14355118865416e-09 3.76545215902624e-07
Ano10 1.17091854782302 9.17853623618466e-09 3.76695898430445e-07
Tifa 3.46705528735324 9.41424277633468e-09 3.85055338045661e-07
Fam33a 1.60084704882975 9.51129172002734e-09 3.87239376634209e-07
Fgb 1.68641175020636 9.54484983346147e-09 3.87239376634209e-07
Gsg2 1.9467380838882 9.56424905283659e-09 3.87239376634209e-07
Atad2 2.47766111918376 9.60517312990225e-09 3.87591298278774e-07
Mup17 -2.29171990136627 9.84948286392919e-09 3.96120506484109e-07
Ska1 1.77706932619875 9.94078633418559e-09 3.98459852228606e-07
Pygl -1.18814465453508 1.01346490830981e-08 4.04880914366296e-07
Tpm1 1.22358006440866 1.0186805621809e-08 4.05617011927992e-07
Espl1 1.8952592936924 1.05020638054442e-08 4.16567419633046e-07
Nmral1 1.19854383798715 1.05771864043515e-08 4.16567419633046e-07
Sae1 1.94032294569185 1.05962127035193e-08 4.16567419633046e-07
Vrk1 1.36511347958562 1.06003850650904e-08 4.16567419633046e-07
Eme1 1.65076427779099 1.06646186573013e-08 4.17726512553901e-07
Ngfrap1 1.55581078422558 1.07521955858126e-08 4.19789454283754e-07
Gpx7 1.67636167558171 1.0823415994103e-08 4.21202515628118e-07
Gm10319 -1.4409542932016 1.08647015794853e-08 4.21445279010679e-07
Nfatc2ip 1.32171106619592 1.10236924850632e-08 4.26237627436929e-07
Gsto1 -0.951214327992511 1.12110385531428e-08 4.31828767987919e-07
B4galt5 1.74702527995706 1.12401167883758e-08 4.31828767987919e-07
Mup12 -2.23263400928973 1.13517464793339e-08 4.34728507687866e-07
Tonsl 0.888559386736081 1.17225496741268e-08 4.47503682004363e-07
St3gal1 1.09327263782646 1.18143298046203e-08 4.49580113609365e-07
5930416I19Rik 1.5644611553809 1.19876997747266e-08 4.54738453599643e-07
Flot2 1.42795590785701 1.21063511581358e-08 4.57448581552459e-07
Casc5 1.93360491411042 1.21641115949888e-08 4.57448581552459e-07
Maz 1.19805146754904 1.22230101057889e-08 4.57448581552459e-07
Alg8 1.79743185119624 1.22353805878587e-08 4.57448581552459e-07
Grk6 1.16448569139031 1.22493507908434e-08 4.57448581552459e-07
Qdpr -1.41455622041575 1.24438658876063e-08 4.63273954484413e-07
Mup1 -2.22043929688628 1.25176252993455e-08 4.64581617977253e-07
1810049H13Rik -1.03206099233893 1.29689891432847e-08 4.79852598301536e-07
Ttc39c -1.92498209360217 1.30515501031519e-08 4.81426042915342e-07
Dhrs3 -1.31730165781983 1.31565748226913e-08 4.82455725756126e-07
Fbxo5 1.7365539804091 1.31597071141796e-08 4.82455725756126e-07
Haus4 1.30931042363868 1.32069818152505e-08 4.827171924875e-07
B4galt1 1.69795625417578 1.32595701130998e-08 4.82793308707859e-07
E2f8 2.17309706104642 1.33497382485832e-08 4.82793308707859e-07
Adck3 -2.48450754008514 1.3377736539274e-08 4.82793308707859e-07
Otc -1.24576168176697 1.34031665965669e-08 4.82793308707859e-07
Selenbp1 -1.30813564896788 1.34098099882266e-08 4.82793308707859e-07
A2ld1 -0.931451161275991 1.35209363399667e-08 4.85341073098803e-07
Rad54l 1.28662315093986 1.3571251770599e-08 4.8569732899242e-07
L3mbtl2 1.32506145938025 1.37341264290145e-08 4.90067864418099e-07
Timeless 1.257968502424 1.40714119228866e-08 5.00617539564237e-07
Ifitm2 1.40213850451547 1.45473725787878e-08 5.14694261580354e-07
Gas2l3 1.78768506664169 1.46170595574335e-08 5.14694261580354e-07
Pole3 1.37438315322464 1.46459435579615e-08 5.14694261580354e-07
Slc22a30 -1.62437568020203 1.4655682654641e-08 5.14694261580354e-07
Rad51ap1 1.73940838692357 1.46810920350987e-08 5.14694261580354e-07
Mup14 -2.22643876782477 1.51529969023076e-08 5.28941527335082e-07
Mcm8 1.74205368425012 1.51754533830023e-08 5.28941527335082e-07
C4bp 1.09910883692313 1.54804265111217e-08 5.37253724526175e-07
Gnat1 2.02598791076533 1.55032883501524e-08 5.37253724526175e-07
Fignl1 2.19094034706511 1.57730197947193e-08 5.43355844820172e-07
Rhoc 1.36093293658993 1.57918291689349e-08 5.43355844820172e-07
Hmgb2 3.14503304071858 1.58204916645362e-08 5.43355844820172e-07
Hirip3 1.98574042109556 1.59176631185483e-08 5.43355844820172e-07
Tuba1b 2.73547629459438 1.59327336764513e-08 5.43355844820172e-07
Gm6682 2.50170812759154 1.59504875859892e-08 5.43355844820172e-07
Nqo2 -1.04499863378947 1.60784390286651e-08 5.46167314462424e-07
Myh9 1.65075524914345 1.61370144144591e-08 5.46612953053158e-07
Nubp1 1.04602635592203 1.63052560257497e-08 5.50760403678764e-07
Raph1 2.09104483577395 1.66093694115674e-08 5.5946125258851e-07
Haus5 1.43135115581297 1.67191375578761e-08 5.61585556238716e-07
Cenpk 1.85731009191537 1.68699780199082e-08 5.65073776293584e-07
A630055G03Rik 0.807909483133635 1.73499785090293e-08 5.79537476586325e-07
Gucy2c 0.937660659698391 1.75782706196323e-08 5.8553657673429e-07
BC055324 1.27291082609251 1.78489833711798e-08 5.92911671376899e-07
Cdc6 1.02415079476886 1.7922351643858e-08 5.93708756246259e-07
Tmem194 1.5691317400628 1.80386301685489e-08 5.95919032353846e-07
Stil 1.53527915153641 1.81162278912728e-08 5.96842850390562e-07
Tnfrsf12a 2.96444098704681 1.83688116040334e-08 6.02966954068159e-07
Tubgcp2 1.26994273587671 1.84024010098141e-08 6.02966954068159e-07
Nsl1 1.77338112511501 1.85267003549491e-08 6.03772721648006e-07
Kif14 1.39389105588519 1.85318758086628e-08 6.03772721648006e-07
Arpc1b 0.980892904942472 1.8577622204554e-08 6.03772721648006e-07
Lmna 1.63860240798163 1.86388475451877e-08 6.04129762077849e-07
Hsd3b3 -1.76102704699338 1.87495000750917e-08 6.06082630115532e-07
Rfc2 1.69361497902809 1.88954000624244e-08 6.09161355899875e-07
Cobl 1.24477089516948 1.95346171277325e-08 6.2808494909354e-07
G3bp1 1.20564552806149 1.95930129298269e-08 6.28282614616449e-07
Ttf2 1.27633148591015 1.97598530360526e-08 6.30530452313656e-07
Rbl1 2.31217113706469 1.97679817482119e-08 6.30530452313656e-07
Ccdc34 1.60412027928778 2.02386512556675e-08 6.43835400395243e-07
Nup107 1.60723318493085 2.04481254874486e-08 6.48782873315486e-07
Ier3 1.3947542403489 2.05308411959227e-08 6.49693066792028e-07
Map4k4 2.30707611162809 2.06730189331348e-08 6.52475203860752e-07
Slc13a3 1.85469919612983 2.07873994414025e-08 6.52839427376313e-07
Rad51l1 1.33392605748594 2.07931393501146e-08 6.52839427376313e-07
Nid1 1.67208391100887 2.10130476647033e-08 6.57582004606147e-07
Smtn 1.95486091683528 2.10535610622342e-08 6.57582004606147e-07
Kng2 1.12915628337939 2.11422578183707e-08 6.5864158099976e-07
